,id,Idade,Faixa idade,Genero,Estado onde mora,uf onde mora,Regiao onde mora,Regiao de origem,Mudou de Estado?,Nivel de Ensino,Área de Formação,Qual sua situação atual de trabalho?,Setor,Numero de Funcionarios,Gestor?,Cargo como Gestor,Cargo Atual,Nivel,Faixa salarial,Quanto tempo de experiência na área de dados você tem?,Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?,Você participou de entrevistas de emprego nos últimos 6 meses?,Você pretende mudar de emprego nos próximos 6 meses?,Ainda não conhecia o Data Hackers
739,v8rj1mh2hgzkao2abv8rj16nfd8vcl6c,24,22-24,Masculino,São Paulo (SP),SP,Sudeste,,0,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Entretenimento ou Esportes,Acima de 3000,0.0,,Engenheiro de Dados/Data Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,de 4 a 5 anos,"Sim, fui aprovado e mudei de emprego","Não estou buscando, mas me considero aberto a outras oportunidades",0
740,v8khpe0ksto0e8o18jhw6aav8khp88xx,0,55+,Masculino,Distrito Federal (DF),DF,Centro-oeste,Sudeste,1,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Setor Público,Acima de 3000,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 20.001/mês a R$ 25.000/mês,de 6 a 10 anos,Mais de 10 anos,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",0
741,v7zpn4l5kunqxvkenv7zpvl4dsu6dkxs,34,30-34,Masculino,Paraná (PR),PR,Sul,Sudeste,1,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1000,0.0,,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,de 1 a 2 anos,"Sim, fui aprovado mas decidi não mudar de emprego","Não estou buscando, mas me considero aberto a outras oportunidades",1
742,v7t4xi5m5g173hwvnzv7t4xidt0l9y12,26,25-29,Masculino,São Paulo (SP),SP,Sudeste,,0,Estudante de Graduação,Outras Engenharias,Estagiário,Tecnologia/Fábrica de Software,de 101 a 500,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Sim, fui aprovado e mudei de emprego","Não estou buscando, mas me considero aberto a outras oportunidades",0
743,slyfihdvylyq9vv4adslyfux03juyzo6,29,25-29,Masculino,Paraná (PR),PR,Sul,,0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,de 101 a 500,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Sim, fiz entrevistas mas não fui aprovado",Estou em busca de oportunidades dentro ou fora do Brasil,0
744,v72bs511fe3oke7lv72bigfqvp4y7q20,33,30-34,Masculino,Fora do Brasil,Exterior,Exterior,,0,Mestrado,Outras Engenharias,Empregado (CLT),Setor Automotivo,Acima de 3000,0.0,,Cientista de Dados/Data Scientist,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Menos de 1 ano,"Sim, fiz entrevistas mas não fui aprovado",Estou em busca de oportunidades dentro ou fora do Brasil,0
745,s8tnm9rsf4w6c6p9a4ru5ms8tnm9rjmz,40,40-44,Masculino,Rio Grande do Sul (RS),RS,Sul,,0,Não tenho graduação formal,,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Mais de 10 anos,"Sim, fui aprovado e mudei de emprego",Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,0
746,v6vnphum6bw06judtmpnv6vnpxjwl415,26,25-29,Masculino,Espírito Santo (ES),ES,Sudeste,,0,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 11 a 50,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Sim, fui aprovado mas decidi não mudar de emprego","Não estou buscando, mas me considero aberto a outras oportunidades",1
747,riy5q0nejr65r3sxkriy5q0ntaxlyl3v,31,30-34,Masculino,Rio de Janeiro (RJ),RJ,Sudeste,,0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Seguros ou Previdência,Acima de 3000,0.0,,Analista de Sistemas/Analista de TI,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,0
748,v3gn97h19ei5dwlkkgwpv3gn97sctmg0,38,35-39,Masculino,Rio Grande do Norte (RN),RN,Nordeste,Nordeste,1,Pós-graduação,Outras,Empregado (CLT),Setor Alimentício,de 501 a 1000,1.0,Supervisor/Coordenador,,,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Estou em busca de oportunidades, mas apenas fora do Brasil",0
749,v3773ngipafge7k51jv3773taphs30bd,32,30-34,Masculino,São Paulo (SP),SP,Sudeste,,0,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Finanças ou Bancos,Acima de 3000,0.0,,Engenheiro de Dados/Data Engineer,Pleno,de R$ 2.001/mês a R$ 3000/mês,de 2 a 3 anos,de 2 a 3 anos,"Sim, fiz entrevistas mas não fui aprovado",Estou em busca de oportunidades dentro ou fora do Brasil,0
750,v2z9w05j8xpauv1cv2z9dy8m9a9coskm,24,22-24,Masculino,Minas Gerais (MG),MG,Sudeste,,0,Estudante de Graduação,Outras Engenharias,Estagiário,Agronegócios,Acima de 3000,0.0,,Cientista de Dados/Data Scientist,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Sim, fiz entrevistas mas não fui aprovado",Estou em busca de oportunidades dentro ou fora do Brasil,0
751,v1p9u8jgz87ripghqdf5v1p9ttu55gn2,26,25-29,Masculino,São Paulo (SP),SP,Sudeste,,0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 1001 a 3000,0.0,,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",0
752,rcwm5c3i5jgxgardutk9ojtfrcwm5c3m,27,25-29,Masculino,São Paulo (SP),SP,Sudeste,,0,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Telecomunicação,Acima de 3000,0.0,,Outro,Júnior,Menos de R$ 1.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Sim, fiz entrevistas mas não fui aprovado",Estou em busca de oportunidades dentro ou fora do Brasil,1
753,uwwq0g90c93uftw7k3pjuwwq0gqrp5ot,37,35-39,Masculino,Distrito Federal (DF),DF,Centro-oeste,Centro-oeste,1,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3000,0.0,,Analista de Negócios/Business Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Menos de 1 ano,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",0
754,uwbxd5xgz9jlinq3euwbxd5xnvf3f6q3,25,25-29,Masculino,Minas Gerais (MG),MG,Sudeste,,0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3000,0.0,,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,de 1 a 2 anos,"Sim, fiz entrevistas mas não fui aprovado","Não estou buscando, mas me considero aberto a outras oportunidades",0
755,uw1r8ud0b5759ur2uw1reznq6w5jmhpz,39,35-39,Masculino,Paraná (PR),PR,Sul,Nordeste,1,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,Acima de 3000,0.0,,Desenvolvedor ou Engenheiro de Software,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Mais de 10 anos,"Sim, fui aprovado e mudei de emprego",Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,1
756,uvp2f80x59730q8k26q3uvp2f8d34mfj,25,25-29,Masculino,São Paulo (SP),SP,Sudeste,,0,Pós-graduação,Outras Engenharias,Empregado (CLT),Outro,Acima de 3000,0.0,,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",0
757,uv0xb0jlb27quv0fu5ikn989d6an5tfu,22,22-24,Masculino,Santa Catarina (SC),SC,Sul,,0,Estudante de Graduação,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,0.0,,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,de 1 a 2 anos,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,1
758,r8iwifyq58adehr8iwv5ywbtkpt0xlg9,37,35-39,Feminino,Minas Gerais (MG),MG,Sudeste,,0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Telecomunicação,Acima de 3000,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Sim, fui aprovado e mudei de emprego","Não estou buscando, mas me considero aberto a outras oportunidades",0
759,utguww54541rrutgidyym9jp12n7said,31,30-34,Feminino,São Paulo (SP),SP,Sudeste,,0,Pós-graduação,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,de 1001 a 3000,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Sim, fiz entrevistas mas não fui aprovado",Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,0
760,ut5r3yw2w2p95q3gozhxut5r3ywro893,26,25-29,Masculino,São Paulo (SP),SP,Sudeste,,0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Telecomunicação,de 101 a 500,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,de 4 a 5 anos,"Sim, fiz entrevistas mas não fui aprovado",Estou em busca de oportunidades dentro ou fora do Brasil,0
761,b9ra0kgyzknbgzpb9rafxuvyd3vfpsl2,28,25-29,Masculino,Ceará (CE),CE,Nordeste,,0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3000,0.0,,Desenvolvedor ou Engenheiro de Software,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,de 6 a 10 anos,"Sim, fui aprovado e mudei de emprego",Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,1
762,useixr9fjgszj5oyzwf5useixr0qy64t,26,25-29,Masculino,Fora do Brasil,Exterior,Exterior,,0,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,0.0,,Engenheiro de Dados/Data Engineer,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,de 2 a 3 anos,"Sim, fui aprovado e mudei de emprego","Não estou buscando, mas me considero aberto a outras oportunidades",0
763,us4g6625qcchus4guu3vtbdtu5bxaqs3,24,22-24,Masculino,Santa Catarina (SC),SC,Sul,,0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil (PJ),Tecnologia/Fábrica de Software,de 51 a 100,0.0,,Engenheiro de Dados/Data Engineer,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Menos de 1 ano,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,0
764,us3p8tt2slo2jfe27us3p8t61i0h1pww,30,30-34,Feminino,São Paulo (SP),SP,Sudeste,,0,Pós-graduação,Outras Engenharias,Empregado (CLT),Setor Alimentício,Acima de 3000,0.0,,Analista de Dados/Data Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,Menos de 1 ano,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",1
765,jmkbbezpnx74zsecg8jmkb3h1qsi3ivm,35,35-39,Masculino,Ceará (CE),CE,Nordeste,,0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,Acima de 3000,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Menos de 1 ano,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,0
766,jibo2wlw6of77lzt0blfjibo2itstz3z,44,40-44,Masculino,Ceará (CE),CE,Nordeste,,0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Serviços,de 101 a 500,0.0,,Analista Administrativo,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,de 1 a 2 anos,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,1
767,9dcyteob919dcyjx01da8lax6whp659s,30,30-34,Masculino,Ceará (CE),CE,Nordeste,,0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Alimentício,Acima de 3000,0.0,,Analista de Negócios/Business Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,Mais de 10 anos,"Sim, fui aprovado mas decidi não mudar de emprego","Estou em busca de oportunidades, mas apenas fora do Brasil",0
768,uqcn1z4puee4yjmlcec2ttuqcn1z4l5x,30,30-34,Masculino,São Paulo (SP),SP,Sudeste,Nordeste,1,Mestrado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,de 101 a 500,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Estou em busca de oportunidades, mas apenas fora do Brasil",0
769,q11susjf994q11imftpfgr13k71joeei,31,30-34,Masculino,São Paulo (SP),SP,Sudeste,,0,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Setor Alimentício,de 1001 a 3000,0.0,,Analista Administrativo,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,1
770,uopy7d78vcomqrocmuopy7d7yhuvpd1o,27,25-29,Feminino,Pernambuco (PE),PE,Nordeste,,0,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Alimentício,Acima de 3000,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Menos de 1 ano,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",0
771,uoa5877ft6mf3935di2uoa5877fdn25q,40,40-44,Masculino,Minas Gerais (MG),MG,Sudeste,,0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,de 101 a 500,0.0,,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Mais de 10 anos,"Sim, fiz entrevistas mas não fui aprovado",Estou em busca de oportunidades dentro ou fora do Brasil,0
772,uns8u63v14bm7xunsz6ryr2h29fg4r8z,31,30-34,Feminino,Minas Gerais (MG),MG,Sudeste,,0,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Educação,de 1001 a 3000,0.0,,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Sim, fui aprovado e mudei de emprego","Não estou buscando, mas me considero aberto a outras oportunidades",0
773,unfel0gtqar4tq65s1yy9l13unfel0w3,32,30-34,Masculino,Paraná (PR),PR,Sul,,0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Acima de 3000,0.0,,Engenheiro de Machine Learning/ML Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,de 1 a 2 anos,"Sim, fui aprovado e mudei de emprego",Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,0
774,nnb4wvgl8rlljeavnnpchdn01zxdraho,29,25-29,Masculino,São Paulo (SP),SP,Sudeste,,0,Não tenho graduação formal,,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1000,0.0,,Outro,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Menos de 1 ano,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",0
775,um962mzi3edjvcey4bkbum962794q0eq,41,40-44,Masculino,Mato Grosso (MT),MT,Centro-oeste,,0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Educação,de 1 a 5,1.0,Team Leader/Tech Leader,,,de R$ 1.001/mês a R$ 2.000/mês,de 4 a 5 anos,de 2 a 3 anos,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Estou em busca de oportunidades, mas apenas fora do Brasil",0
776,um6z24ra1ketpwcz296um6z2avg9a225,43,40-44,Feminino,São Paulo (SP),SP,Sudeste,,0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,0.0,,Cientista de Dados/Data Scientist,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 6 a 10 anos,"Sim, fiz entrevistas mas não fui aprovado","Não estou buscando, mas me considero aberto a outras oportunidades",0
777,uks5m72p2ehagyq9vuks5m73cigr45v7,41,40-44,Feminino,São Paulo (SP),SP,Sudeste,Sul,1,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3000,0.0,,Desenvolvedor ou Engenheiro de Software,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Não tenho experiência na área de dados,Mais de 10 anos,"Sim, fiz entrevistas mas não fui aprovado",Estou em busca de oportunidades dentro ou fora do Brasil,1
778,ndtni8bha5egndtnirbm67c2un8cov0v,30,30-34,Masculino,Distrito Federal (DF),DF,Centro-oeste,,0,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Marketing,de 6 a 10,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,0
779,ujdts3c80ee17glzqe8ger6ujdtm0sm4,36,35-39,Masculino,Paraná (PR),PR,Sul,,0,Pós-graduação,Outras Engenharias,Empregado (CLT),Setor Automotivo,Acima de 3000,0.0,,Outras Engenharias (não inclui dev),Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Sim, fui aprovado mas decidi não mudar de emprego",Estou em busca de oportunidades dentro ou fora do Brasil,1
780,uguc9idvqja3fsb2yc09dduguc9ida6o,27,25-29,Masculino,São Paulo (SP),SP,Sudeste,,0,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,de 1 a 2 anos,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",0
781,myqfwbtzxgtgdd5r4myqfwbe09s9os38,35,35-39,Masculino,Goiás (GO),GO,Centro-oeste,,0,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Acima de 3000,0.0,,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",1
782,mlsqkubzn36npq0302omlsqkusnelfta,27,25-29,Feminino,São Paulo (SP),SP,Sudeste,Nordeste,1,Mestrado,Outras Engenharias,Empregado (CLT),Indústria,Acima de 3000,0.0,,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano,"Sim, fui aprovado e mudei de emprego",Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,0
783,uf5vfzjbjxrndyrd5uf5vfzkrjluz0by,26,25-29,Masculino,Minas Gerais (MG),MG,Sudeste,,0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,Acima de 3000,0.0,,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,de 4 a 5 anos,"Sim, fui aprovado e mudei de emprego","Não estou buscando, mas me considero aberto a outras oportunidades",0
784,uee47olf1hgof4uee47odblgt0m8orj6,46,45-49,Masculino,Santa Catarina (SC),SC,Sul,,0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,de 1001 a 3000,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 6 a 10 anos,de 6 a 10 anos,"Sim, fui aprovado e mudei de emprego",Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,1
785,udz7wm9v0hcgo6pt4udz7dk5gs817n7z,29,25-29,Masculino,São Paulo (SP),SP,Sudeste,,0,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Educação,Acima de 3000,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Menos de 1 ano,"Sim, fiz entrevistas mas não fui aprovado",Estou em busca de oportunidades dentro ou fora do Brasil,1
786,uduvjlh1hitu2mbmohaauduviwu5yw0t,24,22-24,Masculino,Rio de Janeiro (RJ),RJ,Sudeste,,0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,de 1001 a 3000,0.0,,Cientista de Dados/Data Scientist,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Sim, fui aprovado e mudei de emprego","Não estou buscando, mas me considero aberto a outras oportunidades",0
787,udof29w7kingjd5tm0gmqudof29oop7q,31,30-34,Masculino,Minas Gerais (MG),MG,Sudeste,,0,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Internet/Ecommerce,de 51 a 100,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",0
788,udffkffi0yqmk9w42xudff5nq8hf2tnc,27,25-29,Feminino,São Paulo (SP),SP,Sudeste,Sudeste,1,Mestrado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1000,0.0,,Engenheiro de Dados/Data Engineer,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,0
789,udev88t5r5sznu7wlioudev88au6xfm5,41,40-44,Masculino,São Paulo (SP),SP,Sudeste,,0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3000,0.0,,Engenheiro de Dados/Data Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Mais de 10 anos,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,0
790,mkrrwgljpor1qcs6oqmkrrwgivru7kp4,36,35-39,Masculino,Rio Grande do Sul (RS),RS,Sul,,0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,de 1001 a 3000,0.0,,Cientista de Dados/Data Scientist,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,de 4 a 5 anos,"Sim, fui aprovado e mudei de emprego",Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,0
791,uchol9ez80hjhszgescucholksnyrgy9,23,22-24,Masculino,São Paulo (SP),SP,Sudeste,Nordeste,1,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Imobiliário,de 1001 a 3000,0.0,,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,de 1 a 2 anos,"Sim, fui aprovado mas decidi não mudar de emprego","Não estou buscando, mas me considero aberto a outras oportunidades",0
